,Tweets,Happiness,Anger,Fear,Sadness,Disgust,Sentiment
2362,processed culprit gaining back,0.2,0.2,0.2,0.2,0.2,Neutral
2363,named highest,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
2364,harvard dental leading launch new dental,0.2,0.2,0.2,0.2,0.2,Neutral
2365,applying behavior neuroplasticitythe able,0.2,0.2,0.2,0.2,0.2,Neutral
2366,instead setting,0.2,0.2,0.2,0.2,0.2,Neutral
2367,contrary public syndrome never stop learning functional still,3.750000,3.750000,3.750000,3.750000,3.750000,Happiness
2368,novelist critic cole creative spring,1.092500,0.295000,0.295000,0.307500,0.302500,Happiness
2369,setting help identify overcome change,0.2,0.2,0.2,0.2,0.2,Neutral
2370,conducted alexander schier featured,0.2,0.2,0.2,0.2,0.2,Neutral
2371,doesnt want walk dead,0.161250,0.302500,0.396250,0.438750,0.250000,Sadness
2372,keep help follow,0.2,0.2,0.2,0.2,0.2,Neutral
2373,does new involve learning new free,0.937500,0.937500,0.937500,0.937500,0.937500,Happiness
2374,wishing happy healthy hopes ahead,0.692266,0.221198,0.243438,0.276849,0.184531,Happiness
2375,new new offers free,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
2376,popular cat,1.400000,0.725000,0.760000,0.630000,0.825000,Happiness
2377,sharing happynewyear,0.2,0.2,0.2,0.2,0.2,Neutral
2378,popular harvard containing,0.2,0.2,0.2,0.2,0.2,Neutral
2379,top,0.2,0.2,0.2,0.2,0.2,Neutral
2380,popular key,0.000064,0.000041,0.000038,0.000037,0.000034,Happiness
2381,popular double,0.2,0.2,0.2,0.2,0.2,Neutral
2382,popular solved now lets unsolve,0.2,0.2,0.2,0.2,0.2,Neutral
2383,take back mostread bestloved,0.2,0.2,0.2,0.2,0.2,Neutral
2384,harvard ames moot prestigious,0.2,0.2,0.2,0.2,0.2,Neutral
2385,vaping concerning preferable,0.2,0.2,0.2,0.2,0.2,Neutral
2386,popular homeschooled,0.2,0.2,0.2,0.2,0.2,Neutral
2387,possible inside,0.2,0.2,0.2,0.2,0.2,Neutral
2388,first take populationwide link antibiotic,0.2,0.2,0.2,0.2,0.2,Neutral
2389,did know free,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
2390,popular whats lost,0.041875,0.075938,0.108438,0.090625,0.051875,Fear
2391,designed team harvard create reliable renewable affordable,0.2,0.2,0.2,0.2,0.2,Neutral
2392,popular spreading,0.2,0.2,0.2,0.2,0.2,Neutral
2393,dyann scientific develop effective,0.2,0.2,0.2,0.2,0.2,Neutral
2394,happy happy new harvard chan,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
2395,follen introduced tree,0.322500,0.140000,0.146250,0.142500,0.132500,Happiness
2396,brought bible i couldnt even imagined,0.2,0.2,0.2,0.2,0.2,Neutral
2397,handsome popular,2.125000,0.585000,0.650000,0.555000,0.540000,Happiness
2398,harvard,0.2,0.2,0.2,0.2,0.2,Neutral
2399,popular seeking colorectal younger,0.2,0.2,0.2,0.2,0.2,Neutral
2400,undergrad yearlong natural,0.006328,0.002695,0.002891,0.002754,0.002617,Happiness
2401,showed reported vaping last,0.2,0.2,0.2,0.2,0.2,Neutral
2402,finds little pregnant taking common,0.2,0.2,0.2,0.2,0.2,Neutral
2403,created microrobot climb vertical upsidedown,0.2,0.2,0.2,0.2,0.2,Neutral
2404,hms allon klein sean kirschner,0.2,0.2,0.2,0.2,0.2,Neutral
2405,tours gallery lectures,0.2,0.2,0.2,0.2,0.2,Neutral
2406,popular stories ending,0.2,0.2,0.2,0.2,0.2,Neutral
2407,inside dead using virtual,0.080625,0.151250,0.198125,0.219375,0.125000,Sadness
2408,showcased instrumental annual,0.2,0.2,0.2,0.2,0.2,Neutral
2409,developed biocompatible used humancompute,0.2,0.2,0.2,0.2,0.2,Neutral
2410,sweet joy harvard several timeless,2.265000,0.535000,0.540000,0.575000,0.550000,Happiness
2411,sayre presented drew faust compiled written,0.063281,0.019688,0.021250,0.021094,0.017500,Happiness
2412,new lets walk stellar,0.2,0.2,0.2,0.2,0.2,Neutral
2413,says recent highlight devise keep young ha,0.000007,0.000003,0.000004,0.000003,0.000003,Happiness
2414,powerful durable meaningful current,0.417500,0.200000,0.281250,0.160000,0.163750,Happiness
2415,bright shortest northern hemisphere,0.947500,0.310000,0.285000,0.282500,0.275000,Happiness
2416,see revealed genetic entire single,0.2,0.2,0.2,0.2,0.2,Neutral
2417,named,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
2418,onward upward,0.2,0.2,0.2,0.2,0.2,Neutral
2419,mindfulness lifes,0.571460,0.223438,0.253545,0.250977,0.170859,Happiness
2420,wrote,0.2,0.2,0.2,0.2,0.2,Neutral
2421,healthy live,0.2,0.2,0.2,0.2,0.2,Neutral
2422,were looking back reads double,0.2,0.2,0.2,0.2,0.2,Neutral
2423,microbes take back top harvard,0.2,0.2,0.2,0.2,0.2,Neutral
2424,found particular used frequently resistance antibiotic,0.2,0.2,0.2,0.2,0.2,Neutral
2425,introduced faces civil,0.000095,0.000056,0.000057,0.000061,0.000053,Happiness
2426,recent rapid vaping high,0.2,0.2,0.2,0.2,0.2,Neutral
2427,are receive legal likely achieve,0.2,0.2,0.2,0.2,0.2,Neutral
2428,alumna driven practical thesis photonic,0.2,0.2,0.2,0.2,0.2,Neutral
2429,named,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
2430,leaving heading see new,0.2,0.2,0.2,0.2,0.2,Neutral
2431,new take look back mostread bestloved,0.2,0.2,0.2,0.2,0.2,Neutral
2432,formed encourage economic fight opioid,0.022500,0.057813,0.048281,0.043125,0.033594,Anger
2433,ended yearquest responsible,0.2,0.2,0.2,0.2,0.2,Neutral
2434,theorized moon emerged massive doughnutshaped cloud vaporized,0.2,0.2,0.2,0.2,0.2,Neutral
2435,developed completely new,0.2,0.2,0.2,0.2,0.2,Neutral
2436,found longterm vigorous lower,1.220000,0.800000,0.805000,0.685000,0.600000,Happiness
2437,were looking back,0.2,0.2,0.2,0.2,0.2,Neutral
2438,popular solving,0.2,0.2,0.2,0.2,0.2,Neutral
2439,sticky go cant,0.2,0.2,0.2,0.2,0.2,Neutral
2440,found received legal likely achieve,0.2,0.2,0.2,0.2,0.2,Neutral
2441,harvard reflect introduced faces civil,0.000048,0.000028,0.000028,0.000031,0.000027,Happiness
2442,bigger hope able catalytic,0.015898,0.004297,0.005156,0.005273,0.004297,Happiness
2443,pulling soon much less painful,3.900000,1.670000,1.530000,1.640000,2.830000,Happiness
2444,popular stories hello,0.2,0.2,0.2,0.2,0.2,Neutral
2445,increasing antibiotic appears closely linked occasional,0.2,0.2,0.2,0.2,0.2,Neutral
2446,new finds little pregnant taking ondansetron common,0.2,0.2,0.2,0.2,0.2,Neutral
2447,th playing defeated yale,0.295000,0.847500,0.595000,0.802500,0.477500,Anger
2448,delivered original bacows,0.2,0.2,0.2,0.2,0.2,Neutral
2449,th s took friday,0.2,0.2,0.2,0.2,0.2,Neutral
2450,newly renovated smith officially opened september,0.2,0.2,0.2,0.2,0.2,Neutral
2451,welcomed,0.2,0.2,0.2,0.2,0.2,Neutral
2452,were looking back here biggest th took,0.2,0.2,0.2,0.2,0.2,Neutral
2453,traveled israel jesus nazareth believed walked,0.120625,0.038125,0.057188,0.040313,0.035312,Happiness
2454,new shows rapid vaping lifesaving potential,0.2,0.2,0.2,0.2,0.2,Neutral
2455,popular beautiful,0.140937,0.038125,0.040938,0.041250,0.036875,Happiness
2456,fresh local,0.2,0.2,0.2,0.2,0.2,Neutral
2457,nervesignaling sustained found,0.2,0.2,0.2,0.2,0.2,Neutral
2458,evolving become equipped provide holistic,0.2,0.2,0.2,0.2,0.2,Neutral
2459,faculty cited highlycited give,0.2,0.2,0.2,0.2,0.2,Neutral
2460,shows harsher,0.2,0.2,0.2,0.2,0.2,Neutral
2461,popular harvard,0.2,0.2,0.2,0.2,0.2,Neutral
2462,living help better,0.2,0.2,0.2,0.2,0.2,Neutral
2463,open high choose twoweek,0.2,0.2,0.2,0.2,0.2,Neutral
2464,amend faculty clinicians become well eq,0.2,0.2,0.2,0.2,0.2,Neutral
2465,popular problemsolving take new,0.2,0.2,0.2,0.2,0.2,Neutral
2466,talked hgses edcast february,0.2,0.2,0.2,0.2,0.2,Neutral
2467,toured visited hseas chatted,0.2,0.2,0.2,0.2,0.2,Neutral
2468,received,0.2,0.2,0.2,0.2,0.2,Neutral
2469,commencement called assume,0.2,0.2,0.2,0.2,0.2,Neutral
2470,spoke harvardiop,0.2,0.2,0.2,0.2,0.2,Neutral
2471,spoke latino,0.2,0.2,0.2,0.2,0.2,Neutral
2472,were looking back here met chimamanda told,0.2,0.2,0.2,0.2,0.2,Neutral
2473,called now hes nonprofit helping onceincarcerated ch,0.2,0.2,0.2,0.2,0.2,Neutral
2474,crosses virtually cultural,0.2,0.2,0.2,0.2,0.2,Neutral
2475,annual el jefes harvard square raised nearly,0.197500,0.178750,0.163750,0.173750,0.167500,Happiness
2476,many aimed fighting become hot,0.011250,0.028906,0.024141,0.021562,0.016797,Anger
2477,enduring,0.2,0.2,0.2,0.2,0.2,Neutral
2478,developed help save,0.001724,0.000601,0.000723,0.000649,0.000503,Happiness
2479,professional becoming medical committed helping find,0.2,0.2,0.2,0.2,0.2,Neutral
2480,paola arlotta become pioneer believes shed light,0.2,0.2,0.2,0.2,0.2,Neutral
2481,tackling complicated new amp warming hurting,0.277500,0.820000,0.800000,0.910000,0.567500,Sadness
2482,popular healthy live,0.2,0.2,0.2,0.2,0.2,Neutral
2483,found followed mediterranean less developing cardiovascular,0.2,0.2,0.2,0.2,0.2,Neutral
2484,accepted early,0.2,0.2,0.2,0.2,0.2,Neutral
2485,develop soft make entirely soft,0.028984,0.008984,0.009141,0.009766,0.008438,Happiness
2486,defective metabolic aging immune explain elderly commonly weakened,0.2,0.2,0.2,0.2,0.2,Neutral
2487,follow catch pier,0.2,0.2,0.2,0.2,0.2,Neutral
2488,faust emerita named,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
2489,still suffering utuado renewable,0.2,0.2,0.2,0.2,0.2,Neutral
2490,accepted early,0.2,0.2,0.2,0.2,0.2,Neutral
2491,popular,0.2,0.2,0.2,0.2,0.2,Neutral
2492,paola future neurological,0.2,0.2,0.2,0.2,0.2,Neutral
2493,inform new gauge,0.2,0.2,0.2,0.2,0.2,Neutral
2494,provide new osteoporosis burn excess,0.575000,1.400000,1.615000,1.230000,1.080000,Fear
2495,fresh local plates twice,0.2,0.2,0.2,0.2,0.2,Neutral
2496,cortese harvardradcliffe orchestra enduring,1.615000,0.710000,0.590000,0.790000,0.575000,Happiness
2497,recent instrumental new proposed,0.2,0.2,0.2,0.2,0.2,Neutral
2498,artists create meaningful social,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
2499,local puts fresh plates twice,0.2,0.2,0.2,0.2,0.2,Neutral
2500,printed fit unique,0.2,0.2,0.2,0.2,0.2,Neutral
2501,healthy,0.2,0.2,0.2,0.2,0.2,Neutral
2502,named jobtraining,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
2503,promising start accepted early,0.2,0.2,0.2,0.2,0.2,Neutral
2504,cortese ubiquity classic,0.2,0.2,0.2,0.2,0.2,Neutral
2505,now exhibition ethelbert cooper african amp african american,0.2,0.2,0.2,0.2,0.2,Neutral
2506,led nervesignaling deep sustained,0.2,0.2,0.2,0.2,0.2,Neutral
2507,early admitted applicant,0.2,0.2,0.2,0.2,0.2,Neutral
2508,took visited,0.2,0.2,0.2,0.2,0.2,Neutral
2509,new quilting pioneering,0.2,0.2,0.2,0.2,0.2,Neutral
2510,cochlear nose,0.2,0.2,0.2,0.2,0.2,Neutral
2511,created d allows evaluate,0.2,0.2,0.2,0.2,0.2,Neutral
2512,think hold incredible potential human neurological completely,0.2,0.2,0.2,0.2,0.2,Neutral
2513,working ago,0.2,0.2,0.2,0.2,0.2,Neutral
2514,expansive financial ensures welcoming regardless economic,0.2,0.2,0.2,0.2,0.2,Neutral
2515,amyotrophic lateral,0.2,0.2,0.2,0.2,0.2,Neutral
2516,exceptionally talented bring remarkable lived,0.062187,0.018437,0.021094,0.019219,0.017500,Happiness
2517,early admitted welcome harvard welcome,0.2,0.2,0.2,0.2,0.2,Neutral
2518,want follow,0.2,0.2,0.2,0.2,0.2,Neutral
2519,took different hearing yousafzai,0.2,0.2,0.2,0.2,0.2,Neutral
2520,next former ambassador wendy assume,0.2,0.2,0.2,0.2,0.2,Neutral
2521,making mark see january,0.2,0.2,0.2,0.2,0.2,Neutral
2522,second abercrombie el raised nearly,0.2,0.2,0.2,0.2,0.2,Neutral
2523,new represents new soft,0.014492,0.004492,0.004570,0.004883,0.004219,Happiness
2524,believe believe potential full,0.2,0.2,0.2,0.2,0.2,Neutral
2525,chronicles january,0.2,0.2,0.2,0.2,0.2,Neutral
2526,handling challenging tricky navigate,0.2,0.2,0.2,0.2,0.2,Neutral
2527,printing valvesizing provides customized unique aortic,1.105000,0.605000,0.590000,0.640000,0.585000,Happiness
2528,native immigrated returned,0.2,0.2,0.2,0.2,0.2,Neutral
2529,annual fair showcased inventive see,0.2,0.2,0.2,0.2,0.2,Neutral
2530,created d living open new,0.2,0.2,0.2,0.2,0.2,Neutral
2531,first enrolled regardless degree,0.2,0.2,0.2,0.2,0.2,Neutral
2532,attended,0.2,0.2,0.2,0.2,0.2,Neutral
2533,welcomed,0.2,0.2,0.2,0.2,0.2,Neutral
2534,showed global,0.2,0.2,0.2,0.2,0.2,Neutral
2535,april welcomed accepted,0.2,0.2,0.2,0.2,0.2,Neutral
2536,coming close,0.2,0.2,0.2,0.2,0.2,Neutral
2537,shows help eat healthier making happen busy,0.003662,0.001641,0.001670,0.001709,0.001680,Happiness
2538,uses commune supernatural,0.2,0.2,0.2,0.2,0.2,Neutral
2539,declined largely increases,0.2,0.2,0.2,0.2,0.2,Neutral
2540,recent suggest,0.2,0.2,0.2,0.2,0.2,Neutral
2541,received chan,0.2,0.2,0.2,0.2,0.2,Neutral
2542,americas seriously ill demonstrates alone isnt enough,0.170078,0.245000,0.427891,0.470625,0.205078,Sadness
2543,chosen nearly,0.2,0.2,0.2,0.2,0.2,Neutral
2544,youre study enrolled library,0.2,0.2,0.2,0.2,0.2,Neutral
2545,new lifts curtain universal,0.2,0.2,0.2,0.2,0.2,Neutral
2546,last reading good,0.000135,0.000036,0.000037,0.000035,0.000034,Happiness
2547,soltes author do inside whitecollar criminal,0.016094,0.051875,0.055469,0.043125,0.047656,Fear
2548,single sequencing hms turn help accompl,0.2,0.2,0.2,0.2,0.2,Neutral
2549,harvard born worked harvard,0.2,0.2,0.2,0.2,0.2,Neutral
2550,i came spiritual look longterm,0.2,0.2,0.2,0.2,0.2,Neutral
2551,shows follow mediterraneanstyle reduce,0.2,0.2,0.2,0.2,0.2,Neutral
2552,identified main work digital,0.2,0.2,0.2,0.2,0.2,Neutral
2553,need comprehensive,0.2,0.2,0.2,0.2,0.2,Neutral
2554,showing negative done,0.2,0.2,0.2,0.2,0.2,Neutral
2555,suggests earliest arisen different,0.2,0.2,0.2,0.2,0.2,Neutral
2556,weatherhead old read anniversary chock full abroad new,0.2,0.2,0.2,0.2,0.2,Neutral
2557,un adopted universal human anniversary,0.2,0.2,0.2,0.2,0.2,Neutral
2558,harvard merged giving full,0.2,0.2,0.2,0.2,0.2,Neutral
2559,universal human passed ago,0.2,0.2,0.2,0.2,0.2,Neutral
2560,languages simple human,0.2,0.2,0.2,0.2,0.2,Neutral
2561,making soft softer,0.007246,0.002246,0.002285,0.002441,0.002109,Happiness
2562,created come hear,0.2,0.2,0.2,0.2,0.2,Neutral
2563,never imagine always thought said hshmc senior,2.766875,3.395000,3.298437,3.372813,3.408750,Disgust
2564,recently graduated first dental harvard dental,0.2,0.2,0.2,0.2,0.2,Neutral
2565,dont protect large impact extends,0.2,0.2,0.2,0.2,0.2,Neutral
2566,recentlyannounced make landing exciting,0.2,0.2,0.2,0.2,0.2,Neutral
2567,housezero nearly heating cooling electric lighting,0.2,0.2,0.2,0.2,0.2,Neutral
2568,nobel yousafzai accepted gleitsman,0.2,0.2,0.2,0.2,0.2,Neutral
2569,hold untapped says candidate edm especially u,0.2,0.2,0.2,0.2,0.2,Neutral
2570,first,0.2,0.2,0.2,0.2,0.2,Neutral
2571,takes limited causing,0.2,0.2,0.2,0.2,0.2,Neutral
2572,new provide develop cochlear,0.2,0.2,0.2,0.2,0.2,Neutral
2573,painting like living ago,0.306250,0.172500,0.152500,0.157500,0.151250,Happiness
2574,meet selected marshall spend next studying,0.2,0.2,0.2,0.2,0.2,Neutral
2575,german merkel influential principal,0.2,0.2,0.2,0.2,0.2,Neutral
2576,dim nuclear just stay tuned say,1.500000,0.585000,0.565000,0.675000,0.565000,Happiness
2577,speaking social bryan stressed especially doe,0.072500,0.189375,0.176250,0.172500,0.131250,Anger
2578,recent discussed showed,0.2,0.2,0.2,0.2,0.2,Neutral
2579,digital outdoor adriana found new,0.2,0.2,0.2,0.2,0.2,Neutral
2580,harvard dental leading dental,0.2,0.2,0.2,0.2,0.2,Neutral
2581,took different yousafzai visited,0.2,0.2,0.2,0.2,0.2,Neutral
2582,shows physical thats new physical,0.2,0.2,0.2,0.2,0.2,Neutral
2583,german merkel influential ascending,0.2,0.2,0.2,0.2,0.2,Neutral
2584,spoke high san last accompanied new,0.2,0.2,0.2,0.2,0.2,Neutral
2585,comprehensive immune known opens new,0.2,0.2,0.2,0.2,0.2,Neutral
2586,live eric said serve french ta,0.2,0.2,0.2,0.2,0.2,Neutral
2587,honored receive gleitsman last even meet young,0.000065,0.000021,0.000021,0.000021,0.000020,Happiness
2588,angela merkel widely admired broadly influential said harvard,2.005000,0.620000,0.700000,0.610000,0.595000,Happiness
2589,former human kathleen sebelius spoke,0.2,0.2,0.2,0.2,0.2,Neutral
2590,turning hgse,0.2,0.2,0.2,0.2,0.2,Neutral
2591,firstyear begin fall good,0.165034,0.094384,0.106884,0.093759,0.078134,Happiness
2592,are processed carbs gaining back,0.2,0.2,0.2,0.2,0.2,Neutral
2593,get great anywhere larry,0.2,0.2,0.2,0.2,0.2,Neutral
2594,anna chief artificial rewarding,2.250000,0.610000,0.565000,0.570000,0.545000,Happiness
2595,head global joined,0.2,0.2,0.2,0.2,0.2,Neutral
2596,plan expand art next,0.006699,0.003398,0.003066,0.003672,0.003203,Happiness
2597,made upset suggested serve french,0.530000,1.575000,1.155000,1.885000,1.035000,Sadness
2598,soft allow work harshest perform autonomousl,0.003623,0.001123,0.001143,0.001221,0.001055,Happiness
2599,use develop administrative carrying executing,0.2,0.2,0.2,0.2,0.2,Neutral
2600,listen hit,0.390000,0.807500,0.695000,0.632500,0.570000,Anger
2601,turn follow solar wyssinsti,0.2,0.2,0.2,0.2,0.2,Neutral
2602,novelist critic cole creative spring first go,0.546250,0.147500,0.147500,0.153750,0.151250,Happiness
2603,masseyeandear first induced using,0.2,0.2,0.2,0.2,0.2,Neutral
2604,automatically opens circulating,0.2,0.2,0.2,0.2,0.2,Neutral
2605,slowing indian affecting supposed reducing,0.023438,0.034531,0.026406,0.029531,0.028906,Anger
2606,given early increased according recent,0.2,0.2,0.2,0.2,0.2,Neutral
2607,takes livestreamed,0.2,0.2,0.2,0.2,0.2,Neutral
2608,selected marshall spend next studying,0.2,0.2,0.2,0.2,0.2,Neutral
2609,malala yousafzai courageous global,0.2,0.2,0.2,0.2,0.2,Neutral
2610,new lead solar turn follow,0.2,0.2,0.2,0.2,0.2,Neutral
2611,improved nuclear play important,0.2,0.2,0.2,0.2,0.2,Neutral
2612,excited welcome,0.2,0.2,0.2,0.2,0.2,Neutral
2613,buys fixes keep affordable,0.2,0.2,0.2,0.2,0.2,Neutral
2614,midyear talk harvard learned away,0.937500,0.937500,0.937500,0.937500,0.937500,Happiness
2615,writing thinking continuous says teju first gore,0.2,0.2,0.2,0.2,0.2,Neutral
2616,recent showed received common,0.2,0.2,0.2,0.2,0.2,Neutral
2617,led older common,0.2,0.2,0.2,0.2,0.2,Neutral
2618,got tired started later says eleanor,0.2,0.2,0.2,0.2,0.2,Neutral
2619,help answer evolution harvard turning unusual,0.478125,0.536250,0.531250,0.540625,0.555625,Disgust
2620,keep next,0.2,0.2,0.2,0.2,0.2,Neutral
2621,help return lost,0.020938,0.037969,0.054219,0.045312,0.025937,Fear
2622,explore major affecting humanitarian including rapid,0.2,0.2,0.2,0.2,0.2,Neutral
2623,recipient gleitsman,0.2,0.2,0.2,0.2,0.2,Neutral
2624,honored midyear,0.000063,0.000020,0.000020,0.000020,0.000020,Happiness
2625,produce uses found,0.2,0.2,0.2,0.2,0.2,Neutral
2626,selected receive,0.2,0.2,0.2,0.2,0.2,Neutral
2627,shows giving,0.2,0.2,0.2,0.2,0.2,Neutral
2628,new looks processed gaining back,0.2,0.2,0.2,0.2,0.2,Neutral
2629,important new understanding extinct,0.2,0.2,0.2,0.2,0.2,Neutral
2630,lurking,0.2,0.2,0.2,0.2,0.2,Neutral
2631,sayre sheldon recently celebrated nd i exercises yoga,0.2,0.2,0.2,0.2,0.2,Neutral
2632,landing offer hseas nasa,0.2,0.2,0.2,0.2,0.2,Neutral
2633,bacteria good causing serious kill,0.005681,0.007504,0.007700,0.007192,0.005043,Fear
2634,produce,0.2,0.2,0.2,0.2,0.2,Neutral
2635,brittdejean journey launching ablethrive,0.2,0.2,0.2,0.2,0.2,Neutral
2636,new harvardmed shows make likely,0.2,0.2,0.2,0.2,0.2,Neutral
2637,discusses chief,0.2,0.2,0.2,0.2,0.2,Neutral
2638,challenged longheld cell,1.145000,0.850000,0.840000,0.805000,0.645000,Happiness
2639,egglaying echidnas helping extinct,0.2,0.2,0.2,0.2,0.2,Neutral
2640,focusing restricting rather work better longterm,0.2,0.2,0.2,0.2,0.2,Neutral
2641,discusses origins,0.2,0.2,0.2,0.2,0.2,Neutral
2642,gita gopinaths comes especially challenging seeing,0.2,0.2,0.2,0.2,0.2,Neutral
2643,do know historic harvard square,0.098750,0.089375,0.081875,0.086875,0.083750,Happiness
2644,met weve best ever natalie said meet,0.2,0.2,0.2,0.2,0.2,Neutral
2645,sometimes i think becoming physical sometimes i think going,0.2,0.2,0.2,0.2,0.2,Neutral
2646,harvard prize discussed inaccessible,0.2,0.2,0.2,0.2,0.2,Neutral
2647,oral important medical th recent honored,0.000032,0.000010,0.000010,0.000010,0.000010,Happiness
2648,participated explore possible rover,0.2,0.2,0.2,0.2,0.2,Neutral
2649,ultimately widereaching future computing,0.2,0.2,0.2,0.2,0.2,Neutral
2650,early first hypothesize,0.2,0.2,0.2,0.2,0.2,Neutral
2651,sought clear popular dietary vitamin d,0.2,0.2,0.2,0.2,0.2,Neutral
2652,future still need make good read critically write,0.000017,0.000004,0.000005,0.000004,0.000004,Happiness
2653,always wanted make better,0.2,0.2,0.2,0.2,0.2,Neutral
2654,remember hw received honorary,0.2,0.2,0.2,0.2,0.2,Neutral
2655,latest expectancy paint bleak third,0.153125,0.086250,0.076250,0.078750,0.075625,Happiness
2656,harvard gave intellectual said classmates,0.2,0.2,0.2,0.2,0.2,Neutral
2657,studying echidna better understand extinct used,0.2,0.2,0.2,0.2,0.2,Neutral
2658,september birth born august higher,0.2,0.2,0.2,0.2,0.2,Neutral
2659,biohybrid putting tiny solar yeast stunning,0.2,0.2,0.2,0.2,0.2,Neutral
2660,celebrates,0.2,0.2,0.2,0.2,0.2,Neutral
2661,partnered greenharvard launch new sustainable,0.2,0.2,0.2,0.2,0.2,Neutral
2662,consume influence likely keep long,0.2,0.2,0.2,0.2,0.2,Neutral
2663,srikant explains big,0.2,0.2,0.2,0.2,0.2,Neutral
2664,were researching early using including similar,0.2,0.2,0.2,0.2,0.2,Neutral
2665,attendees san last,0.2,0.2,0.2,0.2,0.2,Neutral
2666,now photography social baldwins america,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
2667,brittany ellis american recently,0.2,0.2,0.2,0.2,0.2,Neutral
2668,large randomized aimed clear surrounding vitamin omega joann,0.2,0.2,0.2,0.2,0.2,Neutral
2669,naturalists possibly predicted,0.2,0.2,0.2,0.2,0.2,Neutral
2670,jr third africanamerican elected pos,0.2,0.2,0.2,0.2,0.2,Neutral
2671,aims clear popular dietary vitamin d omega fatty,0.2,0.2,0.2,0.2,0.2,Neutral
2672,spoke encouraging find pathways,0.2,0.2,0.2,0.2,0.2,Neutral
2673,better diet consensus,0.2,0.2,0.2,0.2,0.2,Neutral
2674,spoke harvard,0.2,0.2,0.2,0.2,0.2,Neutral
2675,went europe together right graduated,0.2,0.2,0.2,0.2,0.2,Neutral
2676,starting younger likely diagnosed,0.2,0.2,0.2,0.2,0.2,Neutral
2677,thought great promote learning undergraduate,0.815313,0.829375,0.828594,0.828281,0.832500,Disgust
2678,announced next create acre,0.2,0.2,0.2,0.2,0.2,Neutral
2679,childs birthday adhd appears yes according,1.409375,0.360625,0.403125,0.421250,0.341875,Happiness
2680,show americans experience stress daily lives mindfulness,0.036980,0.095156,0.088647,0.086738,0.066055,Anger
2681,gone many first exclusively female,0.2,0.2,0.2,0.2,0.2,Neutral
2682,andrewleonhanna prizewinning refugee,0.2,0.2,0.2,0.2,0.2,Neutral
2683,found learn better using cannabis least,0.234375,0.234375,0.234375,0.234375,0.234375,Happiness
2684,newly redesigned empowers intuitive creative drawing key,0.000032,0.000020,0.000019,0.000019,0.000017,Happiness
2685,new shows profound social,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
2686,traveling keeping,0.060312,0.019062,0.028594,0.020156,0.017656,Happiness
2687,native immigrated returned,0.2,0.2,0.2,0.2,0.2,Neutral
2688,pm est perils live include,0.2,0.2,0.2,0.2,0.2,Neutral
2689,led older took daily,0.2,0.2,0.2,0.2,0.2,Neutral
2690,student andrew bracken bower best,0.2,0.2,0.2,0.2,0.2,Neutral
2691,offer,0.2,0.2,0.2,0.2,0.2,Neutral
2692,extraordinary celebrating musical,0.008320,0.003184,0.002578,0.003496,0.002383,Happiness
2693,brains enable survive thrive,0.2,0.2,0.2,0.2,0.2,Neutral
2694,political said midterm big win,0.546250,0.168750,0.168750,0.165000,0.146250,Happiness
2695,sleeping,2.466484,2.490469,2.489766,2.488359,2.490781,Disgust
2696,good bad fat high low,0.011098,0.020939,0.022189,0.024845,0.027735,Disgust
2697,nov infectious discuss current staying healthy,0.2,0.2,0.2,0.2,0.2,Neutral
2698,jr third africanamerican elected,0.2,0.2,0.2,0.2,0.2,Neutral
2699,now photography social baldwins america,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
2700,actually build used real really empowering,0.2,0.2,0.2,0.2,0.2,Neutral
2701,take child get help dyslexia new,0.256875,0.080625,0.098125,0.093750,0.071875,Happiness
2702,based close fossilized fish found asteroid,0.010000,0.004453,0.005273,0.005156,0.006289,Happiness
2703,collaborative public warming warning plaza early,0.2,0.2,0.2,0.2,0.2,Neutral
2704,oumuamua created alien,0.645000,0.735000,1.210000,0.640000,0.845000,Fear
2705,spoke harvard long,0.2,0.2,0.2,0.2,0.2,Neutral
2706,human native human,0.2,0.2,0.2,0.2,0.2,Neutral
2707,come dietary,0.2,0.2,0.2,0.2,0.2,Neutral
2708,show ignoring rather alleviate,0.2,0.2,0.2,0.2,0.2,Neutral
2709,latest indepth public,0.2,0.2,0.2,0.2,0.2,Neutral
2710,trade removing hold,0.2,0.2,0.2,0.2,0.2,Neutral
2711,bequest resulted,0.2,0.2,0.2,0.2,0.2,Neutral
2712,finds severe introduce nearly particulate increase,0.040000,0.079062,0.092813,0.080312,0.052500,Fear
2713,celebrating extraordinary,0.2,0.2,0.2,0.2,0.2,Neutral
2714,sleeping,1.233242,1.245234,1.244883,1.244180,1.245391,Disgust
2715,stabilizing colombia harvard learned,0.117188,0.117188,0.117188,0.117188,0.117188,Happiness
